,Unnamed: 0,Gender,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Stress_Level (1-10),Sleep_Hours_per_Night,Grade
4190,4190,Female,55.32,81.08,59.11,83.34,15.9,71.22,18.9,Yes,7,6,C
4191,4191,Female,60.55,76.15,62.3,77.13,61.4,52.75,9.9,Yes,10,6.3,D
4192,4192,Male,68.51,98.54,53.16,69.91,67.9,84.86,6,Yes,10,6.2,C
4193,4193,Female,90.44,96.27,85.57,86.89,8.4,97.96,28.6,No,4,8.9,B
4194,4194,Female,63.46,65.66,68.37,51.25,31.4,82.94,17.1,No,8,5.9,C
4195,4195,Female,94.1,83.41,54.68,77.05,0.5,63.77,22.9,No,1,4.5,F
4196,4196,Male,52.75,89.77,91,55.69,31.6,59.09,21.5,No,9,5.4,D
4197,4197,Male,97.05,93.93,84.18,71.8,33.5,61.64,27.3,Yes,4,8.8,C
4198,4198,Male,78.04,44.09,72.61,89.56,63,61.08,11.7,No,10,6.1,C
4199,4199,Male,82.94,58.12,62.37,57.12,19.9,65.69,16,No,9,5.6,D
4200,4200,Male,68.38,59.21,57.59,96.79,3,54.87,27.8,Yes,2,5.6,D
4201,4201,Female,89.1,66.07,72.92,94.43,31.6,94.79,19.6,No,10,4,C
4202,4202,Female,58.33,50.16,94.26,70.75,82.6,94.26,6.8,No,8,7.2,C
4203,4203,Male,52.45,69.77,59.42,50.3,39.9,80.76,9.9,No,5,7.6,D
4204,4204,Female,69.78,79.79,78.43,89.49,41.5,53.1,10.9,Yes,7,5.8,C
4205,4205,Female,92.68,69.84,98.08,94.04,46.9,90.2,29.8,No,5,8.4,C
4206,4206,Female,87.75,79.95,81.86,58.74,75.2,53.09,10.6,Yes,6,7.7,D
4207,4207,Female,75.86,43.99,72,95.81,48,55.32,26.7,No,7,7,F
4208,4208,Male,78.61,92.56,85.82,95.7,9.1,66.26,7,Yes,9,7.5,C
4209,4209,Male,56.49,96.34,91.23,73.56,20.6,71.57,9.5,Yes,6,7.8,B
4210,4210,Male,92.03,77.07,79.53,89.9,18.8,67.69,26.8,Yes,1,6.6,D
4211,4211,Female,89.35,92.88,93.59,72.25,50.8,58.26,27.5,Yes,1,6,C
4212,4212,Female,82.82,47.89,75.73,78.2,3,55.61,9.4,No,1,4.6,D
4213,4213,Male,73.31,87.85,91.5,65.99,28.4,92.97,10.7,Yes,10,6,C
4214,4214,Male,98.22,47.15,97.6,57.97,60.7,68.16,18.3,No,5,6.8,C
4215,4215,Female,93.95,64.48,75.06,87.33,35.5,60.93,6.3,Yes,6,8.7,D
4216,4216,Male,82.22,59.43,80.25,50.07,70.8,74.35,28.6,Yes,6,4.8,D
4217,4217,Male,68.59,75.14,80.47,78.98,39.1,51.84,14.1,Yes,9,7.8,D
4218,4218,Female,80.9,58.09,89.07,93.23,97.9,80.01,17.2,No,10,5.2,B
4219,4219,Female,78.77,78.24,91.15,61.06,96.5,62.42,7.6,Yes,1,8.8,C
4220,4220,Male,69.71,62.04,51.36,66.64,80,79.91,5.8,Yes,3,7,D
4221,4221,Female,65.33,91.65,86.67,79.37,95.4,80.71,16.7,Yes,4,6.2,B
4222,4222,Male,70.35,78.03,89.19,62.34,20.5,90.46,8,No,9,5.7,B
4223,4223,Female,78.7,52.92,85.02,92.37,75.1,61.5,20.8,No,1,5,D
4224,4224,Female,71.41,60.17,85.68,68.33,32.2,73.17,24.9,Yes,8,7.6,D
4225,4225,Male,63.18,90.85,52.07,79.08,72.5,98.09,5.8,Yes,3,7.2,C
4226,4226,Female,88.05,63.19,72.1,61.31,37.4,86.36,20.3,No,8,8.5,D
4227,4227,Male,76.57,72.15,90.91,52.07,28.9,98.77,25.4,Yes,2,7,C
4228,4228,Female,53.38,78.94,96.7,58.69,95.9,96.37,16,Yes,6,4.8,B
4229,4229,Male,68.42,60.87,61.47,52.31,21,80.54,29,No,2,7.4,D
4230,4230,Female,94.25,57.64,78.96,73.43,75.9,63.2,7.8,Yes,7,8.4,C
4231,4231,Female,87.76,68.52,90.22,79.33,67.5,87.85,13.1,No,6,9,C
4232,4232,Male,66.16,52.89,87.62,52.23,30.3,84.91,10.8,Yes,7,7.4,C
4233,4233,Female,96.91,57.05,80.94,54.52,45.8,79.44,29.9,No,9,5.4,D
4234,4234,Male,53.83,43.72,50.93,74.28,14.3,84.89,12.4,No,10,6.8,D
4235,4235,Female,98.06,58.24,86.19,89.96,92.1,80.68,14.7,Yes,9,6.6,C
4236,4236,Female,62.29,59.24,88.66,81.4,96.8,75.97,26.2,Yes,6,6.6,C
4237,4237,Male,50.45,97.71,86.14,55.24,73.2,70.8,28.2,Yes,8,4.4,C
4238,4238,Female,71.69,75.38,88.29,94.38,84.9,52.24,28.4,No,10,5,D
4239,4239,Female,67.95,87.24,71.55,95.87,8.3,93.28,19,Yes,6,6.6,C
4240,4240,Male,76.95,42.72,99.69,66.25,38.4,93.28,21.6,No,10,8,C
4241,4241,Female,89.84,46.39,88.54,80.8,33.1,79.7,13.7,No,2,4.9,D
4242,4242,Male,92.12,88.87,78.93,74.62,56.5,63.39,20.2,Yes,5,4.8,C
4243,4243,Male,70.06,77.41,96.71,97.1,18.3,51.41,12.6,Yes,5,7.8,D
4244,4244,Male,71.49,51.46,95.41,75.44,56.3,50.07,23.7,Yes,4,7.5,D
4245,4245,Female,57.41,64.29,90.73,98,65.4,53.65,12.7,Yes,9,6.4,C
4246,4246,Female,52.38,72.32,78.18,59.97,13.2,67.99,27,Yes,2,4.3,D
4247,4247,Male,82.06,90.62,76.36,67.28,13.2,59.42,8.6,Yes,7,6.4,C
4248,4248,Female,53.22,43.62,66.44,89.07,3.5,63.25,19.3,Yes,6,8.2,D
4249,4249,Male,86.69,75.8,62.54,89.18,76.1,84.98,18,Yes,3,4.1,B
4250,4250,Female,76.95,83.02,75.62,86.61,33.1,97.96,11.6,No,7,4.5,C
4251,4251,Male,59.93,98.67,78.89,92.98,22.5,60.34,5.7,No,8,8,C
4252,4252,Male,76.98,88.43,62.23,85.13,77.8,73.28,8.7,No,4,6.6,B
4253,4253,Female,59.15,56.57,96.13,81.8,14.3,99.57,29.2,Yes,8,7.3,C
4254,4254,Male,71.94,82.57,77.86,72.95,42.7,96.58,28.5,No,6,7.7,C
4255,4255,Male,89.98,85.8,76.33,73.35,74.5,67.62,8,No,5,5.5,C
4256,4256,Female,73.1,83.78,71.78,70.31,57.4,65.98,14.4,Yes,8,5.5,C
4257,4257,Male,57.43,89.21,52.9,81.01,55.4,62.11,16.6,No,6,5.3,D
4258,4258,Male,86.19,94.22,94.12,70.33,15.7,57.77,17,No,10,4.8,C
4259,4259,Female,59.34,45.91,65.85,57.37,18.1,73,12.5,No,8,5.5,F
4260,4260,Male,86.93,46.29,82.12,55.33,58.3,67.06,27.8,Yes,6,8.8,D
4261,4261,Male,73.97,87.78,80.37,96.22,2.4,87.24,27.7,Yes,4,4.4,C
4262,4262,Male,72.69,55.14,79.22,51.24,86.9,61.84,5.5,Yes,2,5.2,D
4263,4263,Male,92.57,43.51,76.29,55.27,35,86.82,21.3,Yes,3,5.6,C
4264,4264,Male,85.43,64.07,59.07,72.27,41.7,64.41,6.9,No,7,4.8,D
4265,4265,Male,51.65,89.19,64.03,63.15,25.8,79.64,19.9,No,6,4.4,C
4266,4266,Male,64.81,47.59,76.21,70.29,87.7,81.92,26.7,No,6,4.8,D
4267,4267,Male,93.55,80.31,89.47,55.87,64.3,83.59,21.2,No,9,6.6,C
4268,4268,Female,50.92,40.22,71.6,56.55,45,58.77,16.7,Yes,5,7,F
4269,4269,Male,77.26,46.58,60.2,90.03,58.5,64.14,28.9,No,9,5.1,D
4270,4270,Male,86.39,61.05,54.4,87.96,38,62.31,23.7,No,1,6.5,D
4271,4271,Female,81.09,45.02,83.15,55.21,46.6,78.81,11.2,Yes,3,4,D
4272,4272,Male,88.03,90.75,71.17,83.39,35.8,53.79,14.7,No,5,7,C
4273,4273,Male,86.28,91.84,56.27,80.47,41.1,75.91,24,No,7,4,D
4274,4274,Male,84.6,85.33,83.72,85.67,31.5,54.37,5.5,Yes,5,7.2,D
4275,4275,Male,91.08,54.55,60.38,73.72,7.8,66.85,6.6,Yes,4,6.4,F
4276,4276,Male,82.28,71.39,75.45,63.5,3.7,84.34,26.5,Yes,5,4.5,C
4277,4277,Male,70.12,51.05,65.31,83.18,17.4,70.63,6.1,Yes,1,4.4,D
4278,4278,Female,73.6,56.88,96.58,68.57,25.2,64.02,22,Yes,5,4,C
4279,4279,Female,85.84,70.96,61.41,60.95,89,80.79,13,No,9,6.8,C
4280,4280,Female,93.82,84.1,71,70.43,61.1,87.01,25.6,No,3,8,C
4281,4281,Female,63.61,45.68,97.97,88.16,95.8,62.73,26.2,Yes,10,8.3,C
4282,4282,Female,67.1,57.8,65.94,73.79,34,64.97,28.8,Yes,6,6.8,D
4283,4283,Male,96.54,95.6,82.23,64.99,40.2,82.01,7.4,Yes,9,8.4,B
4284,4284,Male,78.93,65.75,65.84,91.59,72,98.26,15.6,Yes,6,8.3,C
4285,4285,Male,58.95,96.33,55.53,94.08,57.8,60.69,19.3,Yes,10,7.5,D
4286,4286,Male,83.18,99.48,81.38,71.66,52.8,82.71,27.9,Yes,6,5.8,C
4287,4287,Male,99.54,71.6,95.8,68.73,57.6,95.33,11.7,Yes,6,8.1,B
4288,4288,Female,91.17,57.28,72.63,80.63,58.4,73.1,6.8,No,7,6,C
4289,4289,Female,87.29,87.45,81.31,52.9,76.6,65.84,10,No,6,6,C
4290,4290,Male,60.4,49.56,80.44,84.57,66.8,83.34,17.4,No,8,7.4,C
4291,4291,Male,93.81,55.12,70.75,89.11,95.7,51.57,22,No,2,8.6,D
4292,4292,Male,76.29,87.09,80.74,69.87,94.8,68.01,22.3,Yes,8,6.5,C
4293,4293,Female,94.46,66.02,62.97,58.73,42.2,62.9,6.9,No,4,4.9,D
4294,4294,Female,66.49,52.09,68.9,51.44,3.6,61.23,24,Yes,2,4.7,D
4295,4295,Male,53.1,79.07,72.12,81.86,1.1,58.99,21.5,No,9,5.5,D
4296,4296,Female,73.8,83.97,93.2,63.45,12.3,86.85,15.2,No,5,6.3,C
4297,4297,Male,63.49,47.5,67.42,73.19,7.5,97.75,19.3,No,3,5.5,C
4298,4298,Female,85.76,56.62,81.76,69.32,37.3,69.24,24.2,Yes,3,7.6,D
4299,4299,Female,97.86,53.28,60.67,58.74,5.3,52.46,11.6,Yes,9,6.7,F
4300,4300,Male,84.55,62.79,62.63,75.42,62.5,85.95,28.5,No,5,6,C
4301,4301,Female,94.35,85.81,82.42,72.98,19,76.91,8.4,Yes,10,5.1,C
4302,4302,Female,72.65,82.82,88.12,81.21,51.4,86.18,27.6,Yes,7,7,C
4303,4303,Male,88.58,79.75,73.11,62.59,10.3,82.4,23.5,No,2,7.4,D
4304,4304,Female,92.15,40.38,66.75,60.73,82.8,95.27,21.5,Yes,6,7.9,C
4305,4305,Male,85.54,48.53,95.51,90.72,78,57.02,7.1,Yes,1,9,C
4306,4306,Female,75.39,53.4,56.79,85.11,38.6,58.46,28,Yes,8,5.2,D
4307,4307,Male,81.29,56.32,86.04,88.61,91.1,67.08,12.4,Yes,1,4.1,C
4308,4308,Male,85.03,48.79,84.51,56.16,18.6,74.57,23.6,No,3,6.5,D
4309,4309,Female,62.65,64.62,84.51,61.2,81.4,96.29,27.1,Yes,6,8.6,C
4310,4310,Female,90.48,44.51,96.77,78.78,54.6,95.35,11.1,No,8,5.2,B
4311,4311,Male,97.52,85,86.41,92.86,33,93.59,27.9,Yes,10,7.8,B
4312,4312,Female,73.26,87.26,65.08,94.61,8.4,61.13,20.3,No,1,5.6,C
4313,4313,Female,85.05,74.46,67.67,91.6,17.1,86.48,21.5,No,10,6,C
4314,4314,Female,86.85,45.38,69.56,52.17,86.3,69.17,27.9,Yes,4,8.7,D
4315,4315,Male,83.11,93.4,51.54,91.04,60.7,96.56,18.2,No,3,6.3,B
4316,4316,Male,77.36,97.94,95.68,94.95,23.7,60.73,16,No,1,7.6,D
4317,4317,Male,94.08,52.14,53.68,52.84,49.6,57.06,20.8,Yes,5,6.7,D
4318,4318,Female,72.45,82.28,84.99,70.81,10.8,92.12,18.9,Yes,8,7.8,C
4319,4319,Female,53.06,90.52,86.51,76.83,9.9,85.85,6.5,No,7,5.6,B
4320,4320,Male,92.23,72.39,92.19,61.64,90.8,91.07,9.5,No,3,8.4,B
4321,4321,Male,83.7,59.4,77.67,75.83,45.8,57.9,5.3,No,5,6.7,F
4322,4322,Female,92.46,68.71,86.26,94.3,36.2,94.24,7.7,No,5,5.5,C
4323,4323,Female,56.93,70.74,65.14,93.35,94.9,83.88,23.2,No,8,4.2,C
4324,4324,Female,51.54,64.04,87.28,96.99,39.9,82.58,5.1,No,6,4.1,C
4325,4325,Female,96.72,95.79,67.17,74.21,33.6,79.13,12.6,No,3,5.8,C
4326,4326,Male,57.39,84.63,95.14,70.53,27.3,88.24,16.2,No,7,5.1,C
4327,4327,Female,90.48,54.48,58.17,83.29,56.5,70.78,28.4,Yes,1,4.3,D
4328,4328,Female,91.16,75.13,65.79,70.84,55.8,56.64,13.2,Yes,2,6.8,D
4329,4329,Male,85.44,81.32,74.94,52.1,1.6,76.96,24.6,No,7,8.9,C
4330,4330,Male,56.56,48.41,88.79,86,65.4,87.41,15.2,Yes,2,6.1,C
4331,4331,Female,83.37,61.51,87.44,64.05,78.8,57.68,7.5,No,2,6.8,D
4332,4332,Male,94.45,94.33,60.54,52.45,61.6,61.2,7.5,No,10,5.1,D
4333,4333,Female,71.28,74.03,57.21,51.03,87,84.83,15.8,No,7,5,C
4334,4334,Female,70.68,53.02,65.2,96.57,27.6,63.48,6.4,Yes,10,5.6,F
4335,4335,Male,72.14,47.37,74.19,62.6,19.2,58.5,19.3,Yes,4,8.2,D
4336,4336,Male,54.11,71.09,76.95,72.39,69.7,94.47,17.3,Yes,9,8.8,C
4337,4337,Female,94.6,72.86,71.46,97.53,18.9,58.04,22.6,No,7,7.7,D
4338,4338,Male,93.46,60.06,83.15,73.38,9.1,67.21,9.6,Yes,10,4.1,D
4339,4339,Female,99.9,77.82,71.38,53.93,9.7,71.42,19.8,No,10,6.2,D
4340,4340,Female,79.26,44.12,97.32,77.6,76.8,73.81,9.4,Yes,6,6.1,C
4341,4341,Female,87.56,48.71,63.05,54.41,2.9,68.07,23.1,Yes,4,8.7,F
4342,4342,Male,60.13,72.78,81.37,54.75,28.9,95.63,12.7,No,8,7.7,C
4343,4343,Female,83.38,43.71,80.57,92.57,12.9,82.93,20.4,No,5,7.6,C
4344,4344,Female,82.49,92.85,64.08,64.47,75.5,67.97,27.1,No,8,6.8,C
4345,4345,Female,95.06,48.53,70.58,83.93,50.3,67.89,17.2,Yes,8,7.2,C
4346,4346,Male,91.54,80.44,68.27,75.45,20.5,75.15,9.8,Yes,9,7.5,D
4347,4347,Female,96.92,63.47,58.62,61.12,75,51.68,27.2,Yes,9,6.8,D
4348,4348,Female,93.44,63.99,73.86,75.89,75,96.33,14,No,7,8.2,B
4349,4349,Female,93.43,85.89,69.33,53.45,52.3,61.17,23.3,No,10,4.2,D
4350,4350,Male,53.19,69.97,58.92,67.36,27.6,84.88,13,No,7,8.7,C
4351,4351,Female,92.3,83.54,72.49,76.14,58.6,88.89,12.5,Yes,6,7.9,C
4352,4352,Female,80.37,70.31,71.09,61.42,93.4,91.37,21.1,Yes,9,6.6,C
4353,4353,Male,69.02,75.57,56.57,83.01,5.2,58.28,8.9,Yes,8,8.3,D
4354,4354,Male,52.83,85.64,56.56,52.59,26.7,76.83,26.7,No,1,8.1,D
4355,4355,Female,83.88,76.44,82.38,74.24,28.5,54.18,14.7,No,8,6.1,C
4356,4356,Female,66.41,76.94,85.33,85.75,63.2,90.24,5.5,No,2,8.2,C
4357,4357,Female,73.39,87.35,97.06,71.5,65.1,74.32,12.6,Yes,9,4.9,C
4358,4358,Male,84.09,96.95,54.35,93.73,20.6,57.92,24.6,Yes,6,6.3,D
4359,4359,Male,95.59,62.6,55.89,81.61,21.6,85.93,26.5,Yes,5,5.2,C
4360,4360,Female,91.27,74.63,52.59,97.92,92.8,66.56,19.2,Yes,7,4.6,D
4361,4361,Male,72.53,45.18,76.61,64.21,75.6,55.73,12.4,No,4,8.5,D
4362,4362,Female,69.39,61.53,81.14,96.94,93.4,73.05,18.2,No,9,5.8,D
4363,4363,Female,61.99,64.72,70.18,80.34,83,61.76,25.9,Yes,10,7.4,C
4364,4364,Male,68.62,90.11,89.9,87.26,40.2,97.51,12.9,No,8,5.9,B
4365,4365,Female,55.55,70.8,84.33,95.11,12.2,68.07,14.6,Yes,1,6.7,C
4366,4366,Male,98.56,83.86,99.29,77.56,63,78.62,18.5,No,1,5.7,C
4367,4367,Male,78.7,41.14,56.89,93.11,35.2,97.42,27.2,Yes,3,7.7,D
4368,4368,Female,56.39,67.87,52.92,77.08,42.5,69.69,19.6,No,8,7.9,C
4369,4369,Male,67.64,94.08,63.74,79.96,42.6,67.91,10.2,No,8,6.2,D
4370,4370,Female,77.35,53.46,50.95,72.25,93.7,58.12,7.2,No,2,8.3,F
4371,4371,Male,76.64,41.89,96.63,57.28,6.9,96.92,7.4,Yes,1,5.8,C
4372,4372,Female,51.78,66,65.2,77.68,19.3,90.04,28.8,No,4,7.8,D
4373,4373,Female,97.54,82.27,77.62,98.87,60.8,61.05,25.6,Yes,2,7.3,D
4374,4374,Female,63.77,67.27,65.9,89.36,88.4,66.63,24.1,No,5,6.3,C
4375,4375,Male,50.81,67.6,62.29,87.37,91.8,95.75,17.4,No,7,8.4,C
4376,4376,Female,53.82,80.19,57.62,82.17,55.9,76.86,21.8,Yes,10,6.9,D
4377,4377,Male,79.01,55.26,66.02,67.4,3.5,77.82,8.2,No,10,8.2,D
4378,4378,Male,56.89,85.11,80.77,58.48,36.3,82.41,20.5,Yes,5,7.7,C
4379,4379,Male,52.09,49.19,98.58,61.23,91.9,88.11,25.3,No,1,6.7,B
4380,4380,Male,68.98,63.75,77.9,50.32,50,96.96,6.6,No,10,5.6,D
4381,4381,Male,81.14,79.36,76.64,83.67,72.7,90.11,12.4,No,5,8.8,B
4382,4382,Female,55.59,89.7,51.76,90.59,26.9,96.73,7.8,Yes,6,4.3,C
4383,4383,Male,65.67,87.49,92,63.45,2.5,91.03,11.5,Yes,9,8.5,C
4384,4384,Female,70.89,83.3,52.24,54.59,57.8,52.32,24.3,Yes,1,6.5,F
4385,4385,Female,57.97,61.55,95.31,66.79,83.5,55.88,13.3,No,3,7.7,D
4386,4386,Male,75.3,47.34,76.93,64.6,99,94.24,22.2,Yes,5,5.7,B
4387,4387,Female,54.26,53.01,58.42,72.54,84.7,51.38,24.3,No,1,5.9,F
4388,4388,Female,52.33,91.89,72.59,63.21,55.4,89.71,25.4,Yes,7,5,B
4389,4389,Male,75.99,91.44,99.75,66.99,60.9,92.49,26.8,Yes,1,8.8,A
4390,4390,Female,62.39,97.09,65.25,95.38,82.4,70.77,19.9,No,10,4.2,C
4391,4391,Male,54.77,44.56,63.47,66.74,2,67.74,12,Yes,10,5.9,F
4392,4392,Male,71.2,72.21,55.9,89.28,95.2,59.72,8.8,Yes,3,5.7,D
4393,4393,Male,95.76,78.92,79.86,81.29,53.1,52.45,17.6,No,1,8.1,C
4394,4394,Female,86.21,82.64,54.46,66.88,95.2,87.27,7.6,No,9,6.5,C
4395,4395,Female,90.78,78.63,88.3,90.89,76.5,53.69,27.8,No,7,4.8,C
4396,4396,Female,93.6,86.2,95.96,79.75,15.2,97.23,16.1,No,10,6.5,B
4397,4397,Female,98.63,61.57,96.59,50.43,16.5,64.84,26.8,Yes,9,5.2,C
4398,4398,Male,88.16,50.77,55.4,53.44,35.4,89.71,22.7,Yes,9,4.1,C
4399,4399,Male,80.42,52.28,77.91,87.63,26.4,52.98,26.4,No,9,6.7,F
4400,4400,Female,68.27,40.72,54.86,72.33,43.9,76.81,27.1,No,10,5.8,D
4401,4401,Male,59.08,61.02,78.6,70.28,60.4,67.45,6.3,No,5,5.2,D
4402,4402,Female,84.33,45.5,90.75,57.29,43.7,51.5,23.1,Yes,7,4.9,F
4403,4403,Male,99.75,59.29,76.89,57.87,5.6,82.79,10.7,No,6,6.3,C
4404,4404,Male,73.37,77.69,93.6,89.89,97.6,97.16,29.7,Yes,6,8.3,B
4405,4405,Male,86.18,93.67,90.08,91.45,42.5,50.54,24.5,No,3,7.8,C
4406,4406,Male,74.75,90.38,63.83,78,85.1,63.52,5.1,Yes,10,4,D
4407,4407,Male,71.6,55.16,81.51,64.76,7.4,85.18,28.2,No,6,7.7,D
4408,4408,Female,70.52,48.04,50.37,96.64,81,93.56,12.3,Yes,10,4.4,C
4409,4409,Female,75.23,51.58,69.8,81.2,17.3,59.54,15.4,No,6,6.7,C
4410,4410,Male,68.34,98.26,61.9,89.83,67.9,53.54,20.3,Yes,5,7.9,D
4411,4411,Female,87.44,72.97,96.86,50.16,66.2,50.43,27.9,No,4,6.3,D
4412,4412,Male,93.71,50.95,70.27,72.52,91,60.76,28.2,No,10,5.9,D
4413,4413,Male,94.14,90.44,82.7,93.55,32.1,53.57,19.1,Yes,5,8.7,D
4414,4414,Male,61.38,63.71,86.6,66.91,10.9,67.97,12.9,Yes,7,4.1,D
4415,4415,Male,94.8,93.95,88.66,86.33,86.5,72.01,12,Yes,4,4.5,C
4416,4416,Female,67.08,55.64,86.79,82.88,33.2,74,14.1,Yes,9,8.4,D
4417,4417,Male,65.47,63.59,64.46,57.61,23.3,57.12,9.5,Yes,4,8.4,F
4418,4418,Female,86.34,70.3,84.3,88.75,48.6,73.2,21.7,Yes,9,5.9,C
4419,4419,Male,65.23,93.56,77.45,55.63,14.6,50.45,18.2,No,10,6.7,F
4420,4420,Male,52.65,92.13,79.87,86.4,29.7,61.97,24.3,No,9,4.8,C
4421,4421,Female,68.68,74.46,50.04,99.55,38.5,68.45,7.4,Yes,7,8.4,D
4422,4422,Male,86.07,53.31,62.91,97.9,27.7,55.92,15,Yes,7,6.3,D
4423,4423,Male,66.35,64.2,96.53,90.01,45,90.7,11,No,10,6.8,B
4424,4424,Female,81.48,98.54,64.5,76.73,38.5,60.06,18.4,Yes,1,4.6,D
4425,4425,Female,83.01,76.47,71.9,83.74,77.5,87.74,16.7,No,2,7.1,B
4426,4426,Female,86.69,86.87,59.33,86.41,91.8,73.69,16.2,No,3,7.5,C
4427,4427,Male,94.86,66.99,56.93,50.42,10.1,73.99,12.9,No,3,5.5,D
4428,4428,Male,71.63,71.92,60.43,55.12,82.3,82.26,23.2,Yes,3,8.5,D
4429,4429,Female,58.32,65.74,77.68,79.85,93.2,52.21,17,No,9,5,C
4430,4430,Female,65.95,82.18,95.95,50.33,68.7,53.94,10.1,Yes,2,8.5,D
4431,4431,Male,71.61,91.09,66.31,95.45,99.6,66.34,18.7,Yes,1,7.5,C
4432,4432,Male,85.69,70.44,66.17,74.48,33.5,70.84,19.9,Yes,1,8.2,D
4433,4433,Female,50.66,68.85,78.21,62.89,83,71.5,5.5,No,6,7.5,C
4434,4434,Female,65.79,60.42,67.84,69.69,67.4,83.84,10.1,No,7,6.1,D
4435,4435,Female,88.99,50.63,95.52,92.54,32.3,50.04,11.1,No,2,5.7,F
4436,4436,Female,83.54,96.35,68.89,96.36,70.5,97.96,11.2,Yes,2,7.7,B
4437,4437,Male,86.59,58.96,74.52,55.81,51,58.72,11,No,8,5.5,D
4438,4438,Male,90.59,88.04,76.67,88.9,18.9,62.43,11.8,No,7,4.3,D
4439,4439,Male,89.16,82.92,89.1,78.91,17.4,95.28,11.6,No,4,5.2,C
4440,4440,Male,84.11,87.46,78.2,79.28,71.3,50.27,27.1,No,7,7.8,C
4441,4441,Female,71.98,96.21,61.96,88.97,71.2,99.57,13,No,4,8,C
4442,4442,Male,99.18,77.4,56.2,61.14,53.1,51.8,13.7,Yes,5,5.4,D
4443,4443,Female,78.45,93.88,96.89,76.55,50.1,56.03,11.7,Yes,8,5.6,C
4444,4444,Male,60.14,50.06,90.08,65.97,18,62.01,29.2,Yes,4,6.7,D
4445,4445,Male,64.64,77.6,51.15,54.73,42.9,71.94,18.4,Yes,7,5.3,F
4446,4446,Male,84.68,86.34,91.08,55.25,87.1,75.92,20.3,Yes,2,7,C
4447,4447,Female,96.24,56.3,79.53,56.82,85.5,55.24,23.4,No,2,5.4,F
4448,4448,Male,58.94,84.45,75.94,80.74,66.1,53.68,13.3,Yes,9,4.6,C
4449,4449,Female,54.12,86.71,50.61,55.29,99.7,51.59,29.2,No,10,4.8,C
4450,4450,Female,94.08,89.87,89.04,78.51,89.3,62.84,8.8,No,8,5.3,C
4451,4451,Male,95.76,58.77,59.9,79.41,14.5,96.08,16.4,No,3,4.8,C
4452,4452,Female,63.82,80.9,86.4,95.19,39.9,69.49,8.6,No,7,8.9,B
4453,4453,Male,68.86,58.26,50.79,81.32,13.2,88.2,24.8,Yes,1,7.3,D
4454,4454,Female,83.01,84.34,89.82,99.28,46.6,59.51,7.7,No,4,4.9,D
4455,4455,Male,66.5,67.78,51.15,51.55,77.6,53.23,18.8,No,4,6.1,F
4456,4456,Female,93.86,75.85,61.79,85.21,15.6,77.71,7.6,Yes,8,5.3,D
4457,4457,Female,55.38,64.95,63.41,51.32,88,91.1,16.3,No,4,7.4,C
4458,4458,Male,51.9,49.72,57.88,86.47,56.9,94.92,12,No,9,8.3,C
4459,4459,Male,60.42,50.68,74.05,69.29,74.9,77.31,27.6,No,10,6,D
4460,4460,Male,64.3,44.65,64.18,80.57,4.5,64.7,6.3,Yes,7,6.1,F
4461,4461,Male,55.65,77.08,99.66,65.48,9.4,55.48,21.2,No,10,6,D
4462,4462,Female,53.28,90.92,79,57.96,62.1,83.39,22.4,No,5,6.2,B
4463,4463,Female,87.78,41.25,78.32,86.18,83.8,64.02,27.2,Yes,8,4.2,D
4464,4464,Female,58.21,43.97,61.04,95.23,87.4,92.2,26.9,Yes,4,7,C
4465,4465,Female,95.7,67.45,70.43,59.18,68.8,80.26,29.4,Yes,10,8.8,C
4466,4466,Male,68.4,84.26,56.2,96.04,20.1,92.94,11.3,No,6,7.9,C
4467,4467,Female,83.53,49.46,88.13,57.01,19.5,78.33,11.9,No,5,8.3,D
4468,4468,Male,61.27,56.3,66.56,86.78,88.1,88.59,14.9,Yes,10,5.1,B
4469,4469,Female,62.02,53.92,87.6,97.97,11.3,64.72,18.4,No,3,7,D
4470,4470,Male,78.74,63.94,68.58,57.37,68.6,75.15,14.2,Yes,8,8.5,D
4471,4471,Male,78.03,53.5,99.44,71.75,53.4,50.97,23.5,No,6,4.3,D
4472,4472,Male,88.44,61.16,58.56,66.87,42.1,80.39,5.2,No,4,8.4,D
4473,4473,Male,87.89,83.71,50.08,69.42,44,76.69,5.4,No,1,4.3,C
4474,4474,Male,83.53,76.66,79.74,87.66,94.5,87.76,22.9,Yes,10,8.9,B
4475,4475,Female,72.46,44.87,97.65,83.06,86.1,86.45,27.1,No,1,4.4,B
4476,4476,Male,94.53,78.26,82.35,98.43,86.5,81.38,24.4,No,3,5.8,C
4477,4477,Female,81.13,68.62,54.29,59.27,40.7,52.83,7.9,No,8,4.3,F
4478,4478,Female,99.51,96.07,77.02,77.16,10.7,95.15,28.4,No,8,4.3,C
4479,4479,Male,90.97,57.36,95.47,72.46,99.8,50.9,18,No,2,8.3,C
4480,4480,Female,52.22,83.57,50.33,95.94,14.5,90.16,23.6,No,1,4.3,C
4481,4481,Female,66.03,83.85,58.35,50.53,51.6,73.97,10,Yes,5,8,C
4482,4482,Female,78.59,53.29,90.73,99.46,26.5,90.9,18.7,No,1,8.5,C
4483,4483,Male,86.07,94.19,94.7,73.99,51.1,73.25,13.3,Yes,8,8.7,C
